Div,Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,home_odds,draw_odds,away_odds,over25_odds,under25_odds
E0,30/12/2023,12:30,Luton,Chelsea,2,3,A,0,2,A,P Tierney,6.5,4.2,1.5,1.57,2.35
E0,30/12/2023,15:00,Aston Villa,Burnley,3,2,H,2,1,H,S Attwell,1.36,5.25,7.5,1.5,2.5
E0,30/12/2023,15:00,Crystal Palace,Brentford,3,1,H,2,1,H,R Jones,2.2,3.3,3.4,2.3,1.6
E0,30/12/2023,15:00,Man City,Sheffield United,2,0,H,1,0,H,D Coote,1.08,11,29,1.3,3.5
E0,30/12/2023,15:00,Wolves,Everton,3,0,H,1,0,H,T Bramall,2.63,3.3,2.7,2.1,1.7
E0,30/12/2023,17:30,Nott'm Forest,Man United,2,1,H,0,0,D,T Robinson,3.2,3.6,2.15,1.73,2.08
E0,31/12/2023,14:00,Fulham,Arsenal,2,1,H,1,1,D,J Smith,5.25,4.5,1.55,1.85,2.05
E0,31/12/2023,14:00,Tottenham,Bournemouth,3,1,H,1,0,H,S Hooper,1.75,4.2,4,1.3,3.5
E0,01/01/2024,20:00,Liverpool,Newcastle,4,2,H,0,0,D,A Taylor,1.45,4.5,7,1.36,3.1
E0,02/01/2024,19:30,West Ham,Brighton,0,0,D,0,0,D,S Barrott,2.45,3.75,2.75,1.7,2.1
E0,12/01/2024,19:45,Burnley,Luton,1,1,D,1,0,H,T Harrington,2,3.6,3.6,2.06,1.84
E0,13/01/2024,12:30,Chelsea,Fulham,1,0,H,1,0,H,A Taylor,1.6,4.2,5.25,1.7,2.1
E0,13/01/2024,17:30,Newcastle,Man City,2,3,A,2,1,H,C Kavanagh,5.5,4.33,1.55,1.67,2.15
E0,14/01/2024,14:00,Everton,Aston Villa,0,0,D,0,0,D,D Coote,2.8,3.5,2.45,1.7,2.1
E0,14/01/2024,16:30,Man United,Tottenham,2,2,D,2,1,H,J Brooks,2.2,3.75,3,1.48,2.6
E0,20/01/2024,12:30,Arsenal,Crystal Palace,5,0,H,2,0,H,P Tierney,1.3,5.75,9,1.7,2.1
E0,20/01/2024,17:30,Brentford,Nott'm Forest,3,2,H,1,1,D,D England,1.91,3.6,4,1.95,1.95
E0,21/01/2024,14:00,Sheffield United,West Ham,2,2,D,1,1,D,M Salisbury,3.4,3.3,2.2,2.03,1.87
E0,21/01/2024,16:30,Bournemouth,Liverpool,0,4,A,0,0,D,A Madley,4.2,4.5,1.7,1.4,2.88
E0,22/01/2024,19:45,Brighton,Wolves,0,0,D,0,0,D,C Pawson,1.65,4.33,5,1.62,2.25
E0,30/01/2024,19:30,Nott'm Forest,Arsenal,1,2,A,0,0,D,S Hooper,7.5,5,1.4,1.75,2.05
E0,30/01/2024,19:45,Fulham,Everton,0,0,D,0,0,D,T Bramall,2.45,3.2,3,2.15,1.67
E0,30/01/2024,19:45,Luton,Brighton,4,0,H,3,0,H,R Jones,4.2,4.2,1.75,1.67,2.15
E0,30/01/2024,20:00,Crystal Palace,Sheffield United,3,2,H,2,2,D,T Harrington,1.62,3.6,6.5,2.07,1.83
E0,30/01/2024,20:15,Aston Villa,Newcastle,1,3,A,0,2,A,J Brooks,1.85,4,3.8,1.57,2.35
E0,31/01/2024,19:30,Man City,Burnley,3,1,H,2,0,H,S Barrott,1.08,12,21,1.33,3.4
E0,31/01/2024,19:30,Tottenham,Brentford,3,2,H,0,1,A,D Coote,1.67,4.2,4.75,1.44,2.7
E0,31/01/2024,20:15,Liverpool,Chelsea,4,1,H,2,0,H,P Tierney,1.57,4.33,5.25,1.48,2.6
E0,01/02/2024,19:30,West Ham,Bournemouth,1,1,D,0,1,A,T Robinson,2.4,3.75,2.75,1.75,2.05
E0,01/02/2024,20:15,Wolves,Man United,3,4,A,0,2,A,J Gillett,2.63,3.6,2.55,1.9,2
E0,03/02/2024,12:30,Everton,Tottenham,2,2,D,1,2,A,M Oliver,3,3.6,2.25,1.62,2.25
E0,03/02/2024,15:00,Brighton,Crystal Palace,4,1,H,3,0,H,S Hooper,1.7,4,4.75,2.06,1.84
E0,03/02/2024,15:00,Burnley,Fulham,2,2,D,0,2,A,D Bond,2.9,3.4,2.38,2.1,1.7
E0,03/02/2024,15:00,Newcastle,Luton,4,4,D,2,2,D,T Bramall,1.44,4.75,6.5,1.57,2.35
E0,03/02/2024,17:30,Sheffield United,Aston Villa,0,5,A,0,4,A,P Tierney,5.25,4.2,1.62,1.65,2.2
E0,04/02/2024,14:00,Bournemouth,Nott'm Forest,1,1,D,1,1,D,R Welch,1.7,4.2,4.5,1.57,2.35
E0,04/02/2024,14:00,Chelsea,Wolves,2,4,A,1,2,A,T Robinson,1.62,4,5.5,1.57,2.35
E0,04/02/2024,14:00,Man United,West Ham,3,0,H,1,0,H,A Madley,1.62,4.2,5,1.57,2.35
E0,04/02/2024,16:30,Arsenal,Liverpool,3,1,H,1,1,D,A Taylor,2.2,3.6,3.1,1.67,2.15
E0,05/02/2024,20:00,Brentford,Man City,1,3,A,1,1,D,J Gillett,7,4.75,1.4,1.5,2.5
E0,10/02/2024,12:30,Man City,Everton,2,0,H,0,0,D,J Brooks,1.18,8,13,1.48,2.6
E0,10/02/2024,15:00,Fulham,Bournemouth,3,1,H,2,0,H,D England,2.38,3.5,2.8,1.75,2.05
E0,10/02/2024,15:00,Liverpool,Burnley,3,1,H,1,1,D,T Robinson,1.17,8,17,1.3,3.5
E0,10/02/2024,15:00,Luton,Sheffield United,1,3,A,0,2,A,C Kavanagh,1.75,3.75,4.75,1.8,2
E0,10/02/2024,15:00,Tottenham,Brighton,2,1,H,0,1,A,S Barrott,1.8,4.2,3.8,1.33,3.4
E0,10/02/2024,15:00,Wolves,Brentford,0,2,A,0,1,A,S Hooper,2.1,3.6,3.4,1.84,2.06
E0,10/02/2024,17:30,Nott'm Forest,Newcastle,2,3,A,2,2,D,A Taylor,3.3,3.75,2.05,1.62,2.25
E0,11/02/2024,14:00,West Ham,Arsenal,0,6,A,0,4,A,C Pawson,6,4.33,1.53,1.88,2.02
E0,11/02/2024,16:30,Aston Villa,Man United,1,2,A,0,1,A,R Jones,2.15,3.75,3.1,1.5,2.5
E0,12/02/2024,20:00,Crystal Palace,Chelsea,1,3,A,1,0,H,M Oliver,4.2,3.8,1.85,1.86,2.04
E0,17/02/2024,12:30,Brentford,Liverpool,1,4,A,0,1,A,M Oliver,5.5,4.33,1.57,1.44,2.7
E0,17/02/2024,15:00,Burnley,Arsenal,0,5,A,0,2,A,J Gillett,10,5.75,1.29,1.53,2.4
E0,17/02/2024,15:00,Fulham,Aston Villa,1,2,A,0,1,A,L Smith,2.9,3.75,2.2,1.6,2.3
E0,17/02/2024,15:00,Newcastle,Bournemouth,2,2,D,0,0,D,M Salisbury,1.83,4.2,3.75,1.53,2.4
E0,17/02/2024,15:00,Nott'm Forest,West Ham,2,0,H,1,0,H,T Bramall,2.38,3.5,2.9,1.86,2.04
E0,17/02/2024,15:00,Tottenham,Wolves,1,2,A,0,1,A,A Taylor,1.53,4.75,5.25,1.4,2.88
E0,17/02/2024,17:30,Man City,Chelsea,1,1,D,0,1,A,A Madley,1.33,5.5,8,1.33,3.4
E0,18/02/2024,14:00,Sheffield United,Brighton,0,5,A,0,2,A,S Attwell,5,4.2,1.62,1.57,2.35
E0,18/02/2024,16:30,Luton,Man United,1,2,A,1,2,A,D Coote,4,4,1.8,1.5,2.5
E0,19/02/2024,20:00,Everton,Crystal Palace,1,1,D,0,0,D,P Tierney,1.7,3.6,5.25,2.3,1.6
E0,20/02/2024,19:30,Man City,Brentford,1,0,H,0,0,D,D England,1.18,8,13,1.36,3.1
E0,21/02/2024,19:30,Liverpool,Luton,4,1,H,0,1,A,A Madley,1.2,7,13,1.36,3.1
E0,24/02/2024,15:00,Aston Villa,Nott'm Forest,4,2,H,3,1,H,S Barrott,1.53,4.5,5.75,1.5,2.5
E0,24/02/2024,15:00,Brighton,Everton,1,1,D,0,0,D,T Harrington,1.83,3.8,4.2,1.6,2.3
E0,24/02/2024,15:00,Crystal Palace,Burnley,3,0,H,0,0,D,L Smith,1.95,3.5,4,2.1,1.7
E0,24/02/2024,15:00,Man United,Fulham,1,2,A,0,0,D,M Oliver,1.57,4.33,5.5,1.53,2.4
E0,24/02/2024,17:30,Bournemouth,Man City,0,1,A,0,1,A,J Gillett,7,5.25,1.4,1.48,2.6
E0,24/02/2024,20:00,Arsenal,Newcastle,4,1,H,2,0,H,P Tierney,1.36,5.25,8,1.44,2.7
E0,25/02/2024,13:30,Wolves,Sheffield United,1,0,H,1,0,H,D Bond,1.44,4.75,7,1.73,2.08
E0,26/02/2024,20:00,West Ham,Brentford,4,2,H,2,1,H,S Hooper,2.5,3.5,2.75,1.75,2.05
E0,02/03/2024,15:00,Brentford,Chelsea,2,2,D,0,1,A,J Gillett,3.1,3.75,2.15,1.62,2.25
E0,02/03/2024,15:00,Everton,West Ham,1,3,A,0,0,D,C Pawson,2.05,3.6,3.5,1.95,1.95
E0,02/03/2024,15:00,Fulham,Brighton,3,0,H,2,0,H,S Hooper,2.55,3.6,2.63,1.89,2.01
E0,02/03/2024,15:00,Newcastle,Wolves,3,0,H,2,0,H,T Robinson,1.91,4,3.6,1.53,2.4
E0,02/03/2024,15:00,Nott'm Forest,Liverpool,0,1,A,0,0,D,P Tierney,6,4.33,1.53,1.53,2.4
E0,02/03/2024,15:00,Tottenham,Crystal Palace,3,1,H,0,0,D,J Brooks,1.5,4.33,6.5,1.48,2.6
E0,02/03/2024,17:30,Luton,Aston Villa,2,3,A,0,2,A,M Oliver,4.33,4.2,1.73,1.44,2.7
E0,03/03/2024,13:00,Burnley,Bournemouth,0,2,A,0,1,A,D Coote,3.75,3.6,1.95,1.67,2.15
E0,03/03/2024,15:30,Man City,Man United,3,1,H,0,1,A,A Madley,1.25,5.75,11,1.36,3.1
E0,04/03/2024,20:00,Sheffield United,Arsenal,0,6,A,0,5,A,S Barrott,17,7,1.18,1.53,2.4
E0,09/03/2024,12:30,Man United,Everton,2,0,H,2,0,H,S Hooper,1.83,3.6,4,1.73,2.08
E0,09/03/2024,15:00,Bournemouth,Sheffield United,2,2,D,0,1,A,A Taylor,1.33,5.25,8,1.4,2.88
E0,09/03/2024,15:00,Crystal Palace,Luton,1,1,D,1,0,H,S Singh,1.75,3.8,4.2,1.85,2.05
E0,09/03/2024,15:00,Wolves,Fulham,2,1,H,0,0,D,T Harrington,2.5,3.4,2.75,1.91,1.99
E0,09/03/2024,17:30,Arsenal,Brentford,2,1,H,1,1,D,R Jones,1.22,7,11,1.4,2.88
E0,10/03/2024,13:00,Aston Villa,Tottenham,0,4,A,0,0,D,C Kavanagh,2.38,4,2.6,1.36,3.1
E0,10/03/2024,14:00,Brighton,Nott'm Forest,1,0,H,1,0,H,M Salisbury,1.8,4,4,1.57,2.35
E0,10/03/2024,14:00,West Ham,Burnley,2,2,D,0,2,A,D England,1.67,4,4.75,1.85,2.05
E0,10/03/2024,15:45,Liverpool,Man City,1,1,D,0,1,A,M Oliver,3,3.75,2.2,1.48,2.6
E0,11/03/2024,20:00,Chelsea,Newcastle,3,2,H,1,1,D,J Brooks,1.91,4,3.6,1.44,2.7
E0,13/03/2024,19:30,Bournemouth,Luton,4,3,H,0,3,A,S Allison,1.5,4.75,5.75,1.4,2.88
E0,16/03/2024,15:00,Burnley,Brentford,2,1,H,1,0,H,D Bond,3.25,3.6,2.15,1.7,2.1
E0,16/03/2024,15:00,Luton,Nott'm Forest,1,1,D,0,1,A,D England,2.8,3.5,2.45,1.7,2.1
E0,16/03/2024,17:30,Fulham,Tottenham,3,0,H,1,0,H,R Jones,3.5,3.8,1.95,1.44,2.7
E0,17/03/2024,14:00,West Ham,Aston Villa,1,1,D,1,0,H,J Gillett,2.63,3.75,2.45,1.57,2.35
E0,30/03/2024,12:30,Newcastle,West Ham,4,3,H,1,2,A,R Jones,1.83,4.2,3.8,1.48,2.6
E0,30/03/2024,15:00,Bournemouth,Everton,2,1,H,0,0,D,S Barrott,2.2,3.6,3.2,1.62,2.25
E0,30/03/2024,15:00,Chelsea,Burnley,2,2,D,1,0,H,D England,1.29,6,9.5,1.36,3.1
E0,30/03/2024,15:00,Nott'm Forest,Crystal Palace,1,1,D,0,1,A,C Kavanagh,2.2,3.3,3.4,2.08,1.82
E0,30/03/2024,15:00,Sheffield United,Fulham,3,3,D,0,0,D,T Robinson,4.5,4,1.73,1.73,2.08
E0,30/03/2024,15:00,Tottenham,Luton,2,1,H,0,1,A,J Gillett,1.2,8,11,1.22,4.2
E0,30/03/2024,17:30,Aston Villa,Wolves,2,0,H,1,0,H,P Tierney,1.6,4.33,5,1.62,2.25
E0,30/03/2024,20:00,Brentford,Man United,1,1,D,0,0,D,S Hooper,3,3.8,2.2,1.44,2.7
E0,31/03/2024,14:00,Liverpool,Brighton,2,1,H,1,1,D,D Coote,1.36,5.5,7.5,1.3,3.5
E0,31/03/2024,16:30,Man City,Arsenal,0,0,D,0,0,D,A Taylor,1.91,3.8,3.8,1.8,2
E0,02/04/2024,19:30,Newcastle,Everton,1,1,D,1,0,H,T Harrington,2,3.75,3.5,1.67,2.2
E0,02/04/2024,19:30,Nott'm Forest,Fulham,3,1,H,3,0,H,M Oliver,2.7,3.4,2.63,1.85,2.05
E0,02/04/2024,19:45,Bournemouth,Crystal Palace,1,0,H,0,0,D,G Scott,1.95,3.8,3.6,1.73,2.1
E0,02/04/2024,19:45,Burnley,Wolves,1,1,D,1,1,D,T Bramall,2.45,3.6,2.75,1.85,2.05
E0,02/04/2024,20:15,West Ham,Tottenham,1,1,D,1,1,D,J Brooks,3.3,4.2,1.95,1.4,3
E0,03/04/2024,19:30,Arsenal,Luton,2,0,H,2,0,H,C Pawson,1.1,10,19,1.3,3.5
E0,03/04/2024,19:30,Brentford,Brighton,0,0,D,0,0,D,A Madley,2.38,3.8,2.75,1.57,2.38
E0,03/04/2024,20:15,Man City,Aston Villa,4,1,H,2,1,H,D England,1.3,6,8,1.44,2.75
E0,04/04/2024,19:30,Liverpool,Sheffield United,3,1,H,1,0,H,S Attwell,1.09,12,21,1.17,5
E0,04/04/2024,20:15,Chelsea,Man United,4,3,H,2,2,D,J Gillett,2,4,3.4,1.4,3
E0,06/04/2024,12:30,Crystal Palace,Man City,2,4,A,1,1,D,P Tierney,9.5,5.25,1.33,1.67,2.2
E0,06/04/2024,15:00,Aston Villa,Brentford,3,3,D,1,0,H,M Salisbury,1.7,4,4.75,1.57,2.38
E0,06/04/2024,15:00,Everton,Burnley,1,0,H,1,0,H,M Oliver,1.65,4,5.25,1.8,2
E0,06/04/2024,15:00,Fulham,Newcastle,0,1,A,0,0,D,S Allison,2.38,3.8,2.8,1.62,2.3
E0,06/04/2024,15:00,Luton,Bournemouth,2,1,H,0,0,D,A Madley,3.75,3.8,1.91,1.53,2.5
E0,06/04/2024,15:00,Wolves,West Ham,1,2,A,1,0,H,T Harrington,2.5,3.6,2.7,1.9,2
E0,06/04/2024,17:30,Brighton,Arsenal,0,3,A,0,1,A,J Brooks,5,4.33,1.62,1.62,2.3
E0,07/04/2024,15:30,Man United,Liverpool,2,2,D,0,1,A,A Taylor,4.75,4.5,1.6,1.3,3.5
E0,07/04/2024,17:30,Sheffield United,Chelsea,2,2,D,1,1,D,R Jones,7,5.25,1.4,1.4,3
E0,07/04/2024,18:00,Tottenham,Nott'm Forest,3,1,H,1,1,D,S Hooper,1.4,5.5,6.5,1.4,3
E0,13/04/2024,12:30,Newcastle,Tottenham,4,0,H,2,0,H,T Robinson,2.7,4,2.3,1.33,3.4
E0,13/04/2024,15:00,Brentford,Sheffield United,2,0,H,0,0,D,S Barrott,1.44,5,6.5,1.5,2.63
E0,13/04/2024,15:00,Burnley,Brighton,1,1,D,0,0,D,S Hooper,3.5,3.75,2,1.53,2.5
E0,13/04/2024,15:00,Man City,Luton,5,1,H,1,0,H,J Brooks,1.1,11,19,1.22,4.33
E0,13/04/2024,15:00,Nott'm Forest,Wolves,2,2,D,1,1,D,C Pawson,2.1,3.4,3.5,1.95,1.95
E0,13/04/2024,17:30,Bournemouth,Man United,2,2,D,2,1,H,T Harrington,2.4,3.9,2.6,1.36,3.2
E0,14/04/2024,14:00,Liverpool,Crystal Palace,0,1,A,0,1,A,C Kavanagh,1.22,7,12,1.3,3.5
E0,14/04/2024,14:00,West Ham,Fulham,0,2,A,0,1,A,S Attwell,2.38,3.6,2.8,1.67,2.2
E0,14/04/2024,16:30,Arsenal,Aston Villa,0,2,A,0,0,D,D Coote,1.29,5.75,10,1.4,3
E0,15/04/2024,20:00,Chelsea,Everton,6,0,H,4,0,H,P Tierney,1.7,4.2,4.5,1.62,2.3
E0,20/04/2024,15:00,Luton,Brentford,1,5,A,0,2,A,J Gillett,3.1,3.75,2.15,1.73,2.1
E0,20/04/2024,15:00,Sheffield United,Burnley,1,4,A,0,2,A,A Madley,2.75,3.6,2.45,1.73,2.1
E0,20/04/2024,19:30,Wolves,Arsenal,0,2,A,0,1,A,P Tierney,8.5,4.5,1.4,1.57,2.38
E0,21/04/2024,13:30,Everton,Nott'm Forest,2,0,H,1,0,H,A Taylor,2.05,3.5,3.6,2.1,1.73
E0,21/04/2024,15:00,Aston Villa,Bournemouth,3,1,H,1,1,D,T Robinson,1.85,4,3.6,1.5,2.63
E0,21/04/2024,15:00,Crystal Palace,West Ham,5,2,H,4,1,H,G Scott,2.1,3.6,3.4,1.87,2.03
E0,21/04/2024,16:30,Fulham,Liverpool,1,3,A,1,1,D,C Pawson,5.25,4.5,1.57,1.44,2.75
E0,23/04/2024,20:00,Arsenal,Chelsea,5,0,H,1,0,H,S Hooper,1.44,5,6,1.57,2.38
E0,24/04/2024,19:45,Wolves,Bournemouth,0,1,A,0,1,A,S Attwell,2.7,3.6,2.5,1.67,2.2
E0,24/04/2024,20:00,Crystal Palace,Newcastle,2,0,H,0,0,D,T Bramall,2.75,3.6,2.4,1.67,2.2
E0,24/04/2024,20:00,Everton,Liverpool,2,0,H,1,0,H,A Madley,7,5,1.4,1.5,2.63
E0,24/04/2024,20:00,Man United,Sheffield United,4,2,H,1,1,D,M Salisbury,1.3,6.5,7.5,1.33,3.4
E0,25/04/2024,20:00,Brighton,Man City,0,4,A,0,3,A,J Gillett,6.5,5,1.4,1.36,3.2
E0,27/04/2024,12:30,West Ham,Liverpool,2,2,D,1,0,H,A Taylor,5.5,5,1.5,1.36,3.2
E0,27/04/2024,15:00,Fulham,Crystal Palace,1,1,D,0,0,D,S Attwell,2.1,3.5,3.5,1.98,1.92
E0,27/04/2024,15:00,Man United,Burnley,1,1,D,0,0,D,J Brooks,1.5,4.75,5.5,1.29,3.75
E0,27/04/2024,15:00,Newcastle,Sheffield United,5,1,H,1,1,D,T Harrington,1.22,7,11,1.29,3.75
E0,27/04/2024,15:00,Wolves,Luton,2,1,H,1,0,H,D Coote,1.95,3.8,3.6,1.67,2.2
E0,27/04/2024,17:30,Everton,Brentford,1,0,H,0,0,D,D England,2.3,3.5,3,1.89,2.01
E0,27/04/2024,20:00,Aston Villa,Chelsea,2,2,D,2,0,H,C Pawson,2.15,3.8,3,1.44,2.75
E0,28/04/2024,14:00,Bournemouth,Brighton,3,0,H,1,0,H,P Tierney,2.25,3.8,2.9,1.4,3
E0,28/04/2024,14:00,Tottenham,Arsenal,2,3,A,0,3,A,M Oliver,4.2,4.2,1.75,1.53,2.5
E0,28/04/2024,16:30,Nott'm Forest,Man City,0,2,A,0,1,A,S Hooper,8,6,1.3,1.5,2.63
E0,02/05/2024,19:30,Chelsea,Tottenham,2,0,H,1,0,H,R Jones,2.15,3.8,3,1.33,3.4
E0,03/05/2024,20:00,Luton,Everton,1,1,D,1,1,D,T Robinson,2.6,3.6,2.55,1.73,2.1
E0,04/05/2024,12:30,Arsenal,Bournemouth,3,0,H,1,0,H,D Coote,1.22,7.5,11,1.33,3.4
E0,04/05/2024,15:00,Brentford,Fulham,0,0,D,0,0,D,G Scott,2.1,3.8,3.2,1.62,2.3
E0,04/05/2024,15:00,Burnley,Newcastle,1,4,A,0,3,A,A Taylor,3.4,4,1.95,1.44,2.75
E0,04/05/2024,15:00,Sheffield United,Nott'm Forest,1,3,A,1,1,D,C Kavanagh,4.75,4.2,1.65,1.57,2.38
E0,04/05/2024,17:30,Man City,Wolves,5,1,H,3,0,H,C Pawson,1.08,12,21,1.25,4
E0,05/05/2024,14:00,Brighton,Aston Villa,1,0,H,0,0,D,R Jones,2.75,3.75,2.45,1.44,2.75
E0,05/05/2024,14:00,Chelsea,West Ham,5,0,H,3,0,H,A Madley,1.65,4.5,4.5,1.33,3.4
E0,05/05/2024,16:30,Liverpool,Tottenham,4,2,H,2,0,H,P Tierney,1.5,5.75,5,1.25,4
E0,06/05/2024,20:00,Crystal Palace,Man United,4,0,H,2,0,H,J Gillett ,2.38,3.75,2.8,1.53,2.5
E0,11/05/2024,12:30,Fulham,Man City,0,4,A,0,1,A,A Taylor,13,7,1.2,1.33,3.4
E0,11/05/2024,15:00,Bournemouth,Brentford,1,2,A,0,0,D,M Donohue,1.95,4,3.5,1.5,2.63
E0,11/05/2024,15:00,Everton,Sheffield United,1,0,H,1,0,H,S Attwell,1.4,4.8,7.5,1.53,2.5
E0,11/05/2024,15:00,Newcastle,Brighton,1,1,D,1,1,D,D England,1.57,4.75,4.75,1.36,3.2
E0,11/05/2024,15:00,Tottenham,Burnley,2,1,H,1,1,D,J Gillett,1.36,5.75,7,1.22,4.33
E0,11/05/2024,15:00,West Ham,Luton,3,1,H,0,1,A,M Oliver,1.8,4.2,3.8,1.4,3
E0,11/05/2024,15:00,Wolves,Crystal Palace,1,3,A,0,2,A,T Bramall,2.88,3.5,2.38,1.8,2
E0,11/05/2024,17:30,Nott'm Forest,Chelsea,2,3,A,1,1,D,T Harrington,3.4,3.8,2,1.62,2.3
E0,12/05/2024,16:30,Man United,Arsenal,0,1,A,0,1,A,P Tierney,7,5.5,1.36,1.4,3
E0,13/05/2024,20:00,Aston Villa,Liverpool,3,3,D,1,2,A,S Hooper,4.2,4.33,1.7,1.36,3.2
E0,14/05/2024,20:00,Tottenham,Man City,0,2,A,0,0,D,C Kavanagh,6.5,6,1.36,1.29,3.75
E0,15/05/2024,19:45,Brighton,Chelsea,1,2,A,0,1,A,M Salisbury,3.3,4,1.95,1.36,3.2
E0,15/05/2024,20:00,Man United,Newcastle,3,2,H,1,0,H,R Jones,2.75,4,2.3,1.36,3.2
E0,19/05/2024,16:00,Arsenal,Everton,2,1,H,1,1,D,M Oliver,1.18,8,12,1.36,3.2
E0,19/05/2024,16:00,Brentford,Newcastle,2,4,A,0,3,A,S Hooper,2.9,3.9,2.2,1.36,3.2
E0,19/05/2024,16:00,Brighton,Man United,0,2,A,0,0,D,C Pawson,2.15,4,2.9,1.3,3.5
E0,19/05/2024,16:00,Burnley,Nott'm Forest,1,2,A,0,2,A,G Scott,3,3.5,2.3,1.53,2.5
E0,19/05/2024,16:00,Chelsea,Bournemouth,2,1,H,1,0,H,A Taylor,1.45,5,6,1.3,3.5
E0,19/05/2024,16:00,Crystal Palace,Aston Villa,5,0,H,2,0,H,D Bond,1.85,4.33,3.6,1.44,2.75
E0,19/05/2024,16:00,Liverpool,Wolves,2,0,H,2,0,H,C Kavanagh,1.17,8,15,1.17,5
E0,19/05/2024,16:00,Luton,Fulham,2,4,A,1,2,A,M Donohue,2.9,3.9,2.2,1.44,2.75
E0,19/05/2024,16:00,Man City,West Ham,3,1,H,2,1,H,J Brooks,1.08,12,21,1.2,4.5
E0,19/05/2024,16:00,Sheffield United,Tottenham,0,3,A,0,1,A,A Madley,7,6,1.33,1.29,3.75
